Battery_Power_Rating,OS,Product_Dimensions,RAM,camera,price,product_name,values
"Handset, 5V/2A Charge, 1m Type-C USB Cable, Headset, Quick Start Guide and Sim Pin",Android,16 x 0.8 x 7.5 cm,4 GB,Touchscreen Phone,"₹ 17,299.00","Nokia 6.2 (Ceramic Black, 4GB RAM, 64GB Storage)","Android,4 GB,181 g,16 x 0.8 x 7.5 cm,1 Lithium Polymer batteries required. (included),NOKIA 6.2,Bluetooth, WiFi Hotspot,GSM, (900/1800), WCDMA, (1/5/8), 4G, LTE, (1/3/5/8/40/41/120MHz),Dual SIM, GPS, Music Player, Video Player, Accelerometer, Proximity sensor, Ambient light sensor,8MP,Touchscreen Phone,181 Grams,Ceramic Black,3500,Handset, 5V/2A Charge, 1m Type-C USB Cable, Headset, Quick Start Guide and Sim Pin"
4000,Android,15.7 x 0.9 x 7.4 cm,6 GB,13 MP,"₹ 24,999.00","Redmi K20 Pro (Carbon Black, 6GB RAM, 128GB Storage) - 12 Month No Cost EMI","Android,6 GB,191 g,15.7 x 0.9 x 7.4 cm,1 Lithium Polymer batteries required. (included),Redmi K20 Pro,Bluetooth, WiFi Hotspot,Bluetooth v5.0, 802.11 a/b/g/n/ac (2x2 MiMo) wifi version, GPS/AGPS, GLONASS, Micro USB 2.0 OTG, Network: 2G, 3G,4G VOLTE,Dual SIM, GPS, Music Player, Video Player, FM Radio, Gyroscope, Infrared, Proximity, Accelerometer, Ambient light sensor, E compass, In-display Fingerprint Sensor, E-mail,Yes Capacitive Touchscreen, Multi-touch,Corning Gorilla Glass v5,Pixel Density 403 ppi,Aspect Ratio 19.5:9,13 MP,Touchscreen Phone,191 Grams,Carbon Black,4000,Handset, Adapter, USB cable, warranty card, user guide, SIM insertion tool, Back cover"
2200 milliamp_hours,Android,14.8 x 0.8 x 6.5 cm,2 GB,3.5 mm,"₹ 4,099.00","IKall K600 (5 Inch, 16GB) (Gold)","Android,2 GB,222 g,14.8 x 0.8 x 6.5 cm,1 Lithium ion batteries required. (included),K600,Cellular,WiFi,Bluetooth Tethering, Dual SIM, USB, Primary Camera, Radio, GPS, Flashlight, Wifi,Front, Rear,3.5 mm,Touchscreen Phone,222 Grams,Gold,2200 milliamp_hours,Mobile, Battery, Charger, User Manual"
Ice Jadeite,Android,16.5 x 0.9 x 7.6 cm,2 GB,Touchscreen,"₹ 7,999.00","TECNO Spark 5 (Ice Jadeite, 2GB RAM, 32GB Storage)","Android,2 GB,191 g,16.5 x 0.9 x 7.6 cm,1 Lithium Polymer batteries required. (included),KD7H,Bluetooth, WiFi Hotspot,3G, 4G, EDGE, GPRS,Dual SIM, GPS, Music Player, Video Player, Distance, Ambient light, Accelerometer, Fingerprint, E-mail,LCD,Touchscreen,8MP,Touchscreen Phone,191 Grams,Ice Jadeite,5000,35 Hours,527 Hours,Handset, Power Adapter, Data Cable, Screen Protective Cover, Back TPU Cover, SIM EJECT Tool, User Manual and Warranty Card"
4000,Android,15.7 x 0.9 x 7.4 cm,6 GB,13 MP,"₹ 24,999.00","Redmi K20 Pro (Flame Red 6GB RAM, 128GB Storage) -12 Month No Cost EMI","Android,6 GB,191 g,15.7 x 0.9 x 7.4 cm,1 Lithium Polymer batteries required. (included),Redmi K20 Pro,Bluetooth, WiFi Hotspot,Bluetooth v5.0, 802.11 a/b/g/n/ac (2x2 MiMo) wifi version, GPS/AGPS, GLONASS, Micro USB 2.0 OTG, Network: 2G, 3G,4G VOLTE,Dual SIM, GPS, Music Player, Video Player, FM Radio, Gyroscope, Infrared, Proximity, Accelerometer, Ambient light sensor, E compass, In-display Fingerprint Sensor, E-mail,Yes Capacitive Touchscreen, Multi-touch,Corning Gorilla Glass v5,Pixel Density 403 ppi,Aspect Ratio 19.5:9,13 MP,Touchscreen Phone,191 Grams,Flame Red,4000,Handset, Adapter, USB cable, warranty card, user guide, SIM insertion tool, Back cover"
Midnight Black,Android,16.3 x 0.9 x 7.7 cm,6 GB,2340 x 1080,"₹ 19,990.00","HUAWEI Y9s (Midnight Black, 6GB RAM, 128GB Storage, Ultra FullView Display, 48MP AI Triple Camera, Side-Mounted Fingerprint, 4000mAH Powerfull Battery, Kirin 710F, Android Based EMUI 9.1)","Android,6 GB,204 g,16.3 x 0.9 x 7.7 cm,STK-L21,Bluetooth, WiFi Hotspot,4G LTE FDD: B1/B3/B5/B7/B8/B20 | 3G UMTS: B1/5/8 | 2G GSM: B2/3/5/8,Dual SIM, GPS, Music Player, Video Player, Fingerprint sensor, Ambient light sensor, Digital compass, Gravity sensor, Gyroscope sensor,1080 x 2340 pixels, 19.5:9 ratio (~391 ppi density),6.59 inches, 106.6 cm2 (~84.7% screen-to-body ratio),Touchscreen,2340 x 1080,8MP,Touchscreen Phone,204 Grams,Midnight Black,4000,Handset, Charger, Type-C Cable, Quick Start Guide, Warranty Card, Eject tool, TP Protective Case, Headset, TP protective film (attached on the phone before delivery)"
5020,Android,16.6 x 0.9 x 7.7 cm,6 GB,8MP,"₹ 18,499.00","Redmi Note 9 Pro Max (Interstellar Black, 6GB RAM, 128GB Storage)","Android,6 GB,209 g,16.6 x 0.9 x 7.7 cm,1 Lithium Polymer batteries required. (included),Redmi Note 9 Pro Max,Bluetooth, WiFi Hotspot,Bluetooth v5.0 wireless technology, 802.11 a/b/g/n/ac, Wi-Fi, GPS, GLONASS, BeiDou, NavIC, USB 2.0 OTG, IR blaster,Dual SIM, GPS, Music Player, Video Player, Gyroscope, Infrared, Proximity sensor, Accelerometer, Ambient light sensor,1080 x 2400 pixels, 20:9 ratio (~395 ppi density),Corning Gorilla Glass 5, 450 nits typ. brightness,8MP,Touchscreen Phone,209 Grams,Interstellar Black,5020,29 Hours,492 Hours,Handset, Power adapter, USB cable, SIM eject tool, Warranty card, User guide, Clear soft case, Screen protector pre-applied on the phone"
Mirror Grey,Android 9.0,16.8 x 0.8 x 7.5 cm,8 GB,Touchscreen,"₹ 34,999.00","OnePlus 7 (Mirror Grey, 8GB RAM, Optic AMOLED Display, 256GB Storage, 3700mAH Battery)","Android 9.0,8 GB,181 g,16.8 x 0.8 x 7.5 cm,1 Lithium ion batteries required. (included),GM1901,Bluetooth;WiFi Hotspot,4G;FDD;LTE;(1/2/3/4/5/7/8/12/13/17/18/19/20/26/28/29/32);TDD;(34/38/39/40/41);TD-SCDMA;(34/39);UMTS(WCDMA);(1/2/4/5/8/9/19);CDMA;(BC0/BC1);GSM;(850/900/1800/1900 MHz),Dual Sim, Front Camera, Touchscreen, USB, In-display Fingerprint, Face unlock,Aspect Ratio  19.5:9, Pixel Density and Bezel-less display  with waterdrop notch
402 ppi,Touchscreen,5MP,Touchscreen Phone,181 Grams,Mirror Grey,3700,Handset, Power Adapter, Type-C Cable (Support USB 2.0), Quick Start Guide, Welcome Letter, Safety Information and Warranty Card, Logo Sticker, Case, Screen Protector (pre-applied) and SIM Tray Ejector"
195 Grams,Android,16.2 x 0.9 x 7.6 cm,8 GB,Touchscreen,"₹ 27,490.00","OPPO Reno2 Z (Luminous Black, 8GB RAM, 256GB Storage) with No Cost EMI/Additional Exchange Offers","Android,8 GB,195 g,16.2 x 0.9 x 7.6 cm,1 Lithium Polymer batteries required. (included),Reno 2Z,Bluetooth, WiFi Hotspot,GPRS, EDGE, HSPA+, 3G, WCDMA, 4G, TD-LTE, FDD,Dual SIM, GPS, Music Player, Video Player,Capacitive Touchscreen, Multi-touch,Pixel Density  395 ppi,Aspect Ratio  19.5:9,Touchscreen,2340 x 1080,8MP,Touchscreen Phone,195 Grams,Luminous Black,4000,360 Hours,Handset, Type-C Cable, Sim Tray Ejecter, Pre-applied Screen Protector and Protective Case, Booklet with Warranty Card and Quick Guide"
4500,Android,16 x 0.9 x 7.5 cm,8 GB,8MP,"₹ 27,990.00","Vivo V19 (Mystic Silver, 8GB RAM, 128GB Storage) with No Cost EMI/Additional Exchange Offers","Android,8 GB,186 g,16 x 0.9 x 7.5 cm,Vivo 1933,Bluetooth;WiFi Hotspot,2G;GSM;(B2/3/5/8);3G;WCDMA;(B1/5/8);4G;TDD_LTE;(B38/40/41);4G;FDD_LTE;(B1/3/5/8),Dual SIM;GPS;Music Player;Video Player;;In-Display Fingerprint Scanning;Accelerometer;Ambient light sensor;Proximity;E-compass and Gyroscope sensor;E-mail,1080 x 2400 pixels, 20:9 ratio (~409 ppi density),Corning Gorilla Glass,DCI-P3 100%,1280 x 720,8MP,Touchscreen Phone,186 Grams,Mystic Silver,4500,Handset, Earphone, Type-C to USB Cable, USB Power Adapter, SIM Ejector, Protective Case, Protective Film (applied) and Documentation"
5020,Android,16.6 x 0.9 x 7.7 cm,6 GB,8MP,"₹ 16,999.00","Redmi Note 9 Pro Max (Interstellar Black, 6GB RAM, 64GB Storage)","Android,6 GB,209 g,16.6 x 0.9 x 7.7 cm,1 Lithium Polymer batteries required. (included),Redmi Note 9 Pro Max,Bluetooth, WiFi Hotspot,Bluetooth v5.0 wireless technology, 802.11 a/b/g/n/ac, Wi-Fi, GPS, GLONASS, BeiDou, NavIC, USB 2.0 OTG, IR blaster,Dual SIM, GPS, Music Player, Video Player, Gyroscope, Infrared, Proximity sensor, Accelerometer, Ambient light sensor,1080 x 2400 pixels, 20:9 ratio (~395 ppi density),Corning Gorilla Glass 5, 450 nits typ. brightness,8MP,Touchscreen Phone,209 Grams,Interstellar Black,5020,29 Hours,492 Hours,Handset, Power adapter, USB cable, SIM eject tool, Warranty card, User guide, Clear soft case, Screen protector pre-applied on the phone"
4000,Android,15.9 x 0.8 x 7.6 cm,4 GB,16 MP (Front camera),"₹ 16,799.00",BlackBerry Evolve (Black),"Android,4 GB,168 g,15.9 x 0.8 x 7.6 cm,1 Lithium Polymer batteries required. (included),BlackBerry Evolve,Bluetooth, WiFi Hotspot,2G, GSM, (2/3/5/8), 3G, (B1/8), 4G, (B1/3/5/7/40/41), 2DL CA, (B3/B5), (B3/B3), (B3/B40), (B5/B40), (B5/B5), (B3/B5), (B5/B5), (B3/B40), (B3/B5), (B3/B3), (B5/B5),Dual SIM, GPS, Music Player, Video Player, FM Radio, Fingerprint, Accelerometer, Magnetometer, Gyroscope, Proximity sensor, Ambient Light sensor, E-mail,Touchscreen,16 MP (Front camera),Touchscreen Phone,168 Grams,black,4000,25 Hours,384 Hours,1 Handset, Earphones, Data Cable, Travel Adapter, Safety Manual, Quick Start Guide and SIM Ejector Tool"
2500 milliamp_hours,Android,15 x 0.9 x 7.2 cm,2 GB,3.5 mm,"₹ 4,899.00","IKall K110 (5.5 Inch, 2GB, 16GB, 4G Volte) (Blue)","Android,2 GB,249 g,15 x 0.9 x 7.2 cm,1 Lithium ion batteries required. (included),Cellular,WiFi,Bluetooth Tethering, Dual SIM, USB, Primary Camera, Radio, GPS, Flashlight, Wifi,LCD,Front, Rear,3.5 mm,Smartphone,249 Grams,Blue,2500 milliamp_hours,Mobile, Battery, Charger, User Manual"
Blue,Android,16.4 x 0.9 x 7.5 cm,6 GB,Touchscreen,"₹ 18,499.00","Samsung Galaxy A21s (Blue, 6GB RAM, 64GB Storage) with No Cost EMI/Additional Exchange Offers","Android,6 GB,191 g,16.4 x 0.9 x 7.5 cm,1 Lithium ion batteries required. (included),SM-A217FZBFINS,Bluetooth, WiFi Hotspot,2G, GSM, 3G, WCDMA, 4G, LTE, FDD, TDD,international_mobile_equipment_identity, Dual SIM, GPS, Music Player, Video Player, Accelerometer, Fingerprint Sensor, Gyro Sensor, Geomagnetic Sensor, Hall Sensor, Proximity Sensor, E-mail,LCD,Touchscreen,13MP,Touchscreen Phone,191 Grams,Blue,5000,Handset, Travel Adapter, USB Cable, Ejection Pin and User Manual"
4500,Android,16 x 0.8 x 7.5 cm,6 GB,8MP,"₹ 16,990.00","Vivo S1 (Diamond Black, 6GB RAM, 64GB Storage) with No Cost EMI/Additional Exchange Offers","Android,6 GB,177 g,16 x 0.8 x 7.5 cm,1 Lithium ion batteries required. (included),vivo 1907,Bluetooth, WiFi Hotspot,2G, GSM, (B2/3/5/8), 3G, WCDMA, (B1/5/8), 4G, TDD_LTE, (B38/40/41), FDD_LTE, (B1/3/5/8),Dual SIM, GPS, Music Player, Video Player, Accelerometer, Ambient Light sensor, Proximity sensor, E-compass, Virtual Gyroscope, Fingerprint,1080 x 2340 pixels, 19.5:9 ratio (~404 ppi density),Always-on display,6.38 inches, 99.9 cm2,8MP,Touchscreen Phone,177 Grams,Diamond Black,4500,Handset, Earphones (XE160), USB Cable, USB Power Adapter, SIM Ejector, Protective Case, Protective Film (applied) and Documentation"
186 Grams,Android,15.9 x 0.9 x 7.3 cm,6 GB,Touchscreen,"₹ 21,999.00","Samsung Galaxy A31 (Prism Crush Black, 6GB RAM, 128GB Storage) with No Cost EMI/Additional Exchange Offers","Android,6 GB,186 g,15.9 x 0.9 x 7.3 cm,1 Lithium ion batteries required. (included),SM-A315FZKWINS,Bluetooth;WiFi Hotspot,GSM;3G;WCDMA;4G LTE;FDD;TDD,Dual SIM, GPS, Music Player, Video PlayerAccelerometer, Fingerprint Sensor, Gyro Sensor, Geomagnetic Sensor, Proximity Sensor, E-mail,Super AMOLED,Touchscreen,1080 x 2400,20MP,Touchscreen Phone,186 Grams,Prism Crush Black,5000,Handset (Non-removable Battery Included), Travel Adapter, USB Cable and User Manual"
3750,Android Oreo v8.1+EMUI v8.2,16 x 0.8 x 7.7 cm,4 GB,2MP,"₹ 17,199.00","Honor 8X (Blue, 4GB RAM, 64GB Storage)","Android Oreo v8.1+EMUI v8.2,4 GB,177 g,16 x 0.8 x 7.7 cm,1 Lithium Polymer batteries required. (included),JSN-L42,Bluetooth, WiFi Hotspot,GSM, (3/8), 3G, (1/8), 4G LTE, FDD, (1/3/5/8), (40/41), WiFi (802.11 b/g/n/a/ac 2.4G/5G Hz),Dual SIM + dedicated memory card slot,91% screen to body ratio,2MP,Touchscreen Phone,177 Grams,Blue,3750,Handset, Charger, USB Cable, Warranty Card, Quick Start Guide, Eject tool, Protective Case"
"Handset, Earphones, Travel Adapter, USB Cable, Ejection Pin and User Manual",Android,15.9 x 0.8 x 7.4 cm,6 GB,Touchscreen Phone,"₹ 25,250.00","Samsung Galaxy A51 (Blue, 6GB RAM, 128GB Storage) with No Cost EMI/Additional Exchange Offers","Android,6 GB,172 g,15.9 x 0.8 x 7.4 cm,SM-A515FZBWINS,Bluetooth;WiFi Hotspot,2G;GSM;3G;WCDMA;4G;LTE FDD;TDD,Dual SIM, GPS, Music Player, Video Player, Accelerometer, Proximity sensor, Virtual Light Sensing, E-mail,1080 x 2400 pixels, 20:9 ratio (~405 ppi density), Corning Gorilla Glass 3,12MP,Touchscreen Phone,172 Grams,Blue,4000,Handset, Earphones, Travel Adapter, USB Cable, Ejection Pin and User Manual"
Black,Android,16.4 x 0.9 x 7.5 cm,6 GB,Touchscreen,"₹ 18,499.00","Samsung Galaxy A21s (Black, 6GB RAM, 64GB Storage) with No Cost EMI/Additional Exchange Offers","Android,6 GB,191 g,16.4 x 0.9 x 7.5 cm,1 Lithium ion batteries required. (included),SM-A217FZKFINS,Bluetooth, WiFi Hotspot,2G, GSM, 3G, WCDMA, 4G, LTE, FDD, TDD,international_mobile_equipment_identity, Dual SIM, GPS, Music Player, Video Player, Accelerometer, Fingerprint Sensor, Gyro Sensor, Geomagnetic Sensor, Hall Sensor, Proximity Sensor, E-mail,LCD,Touchscreen,13MP,Touchscreen Phone,191 Grams,Black,5000,Handset, Travel Adapter, USB Cable, Ejection Pin and User Manual"
4000,Android Pie v9.0 +EMUI 9.0.1,16.3 x 0.9 x 7.7 cm,4 GB,8MP,"₹ 15,479.00","Huawei Y9 Prime 2019 (Sapphire Blue, 4GB RAM, 128GB Storage)","Android Pie v9.0 +EMUI 9.0.1,4 GB,195 g,16.3 x 0.9 x 7.7 cm,1 Lithium Polymer batteries required. (included),STK-L21,Bluetooth, WiFi Hotspot,WCDMA, (B1/B5/B8), 3G, GSM, (B2/B3/B5/B8), UMTS, 4G, LTE, FDD, (B1/B3/B5/B7/B8/B20),Dual SIM, GPS, Music Player, Video Player, Fingerprint sensor, Proximity sensor, Ambient light sensor, Digital compass, Gravity sensor, Gyroscope sensor, E-mail,LTPS IPS LCD capacitive touchscreen, 16M colors,6.59 inches, 106.6 cm2 (~84.3% screen-to-body ratio),8MP,Touchscreen Phone,195 Grams,Sapphire Blue,4000,Whats in the box: Handset, Charger, USB Cable, Quick Start Guide, Warranty Card, Eject tool, TP Protective Case"
"Handset, Charger, Type-C Cable, TPU Protective Case, Eject Tool, Quick Start Guide and Warranty Card",Android,16.4 x 0.9 x 7.7 cm,6 GB,Touchscreen Phone,"₹ 17,749.00","Honor 9X (Sapphire Blue, 6GB RAM, 128GB Storage)","Android,6 GB,195 g,16.4 x 0.9 x 7.7 cm,1 Lithium Polymer batteries required. (included),STK-L22,Bluetooth, WiFi Hotspot,4G, VOLTE, 3G, 2G, WCDMA, GSM, 802.11, a/b/g/n/ac, 2.4G,Dual SIM, GPS, Music Player, Video Player, Fingerprint sensor, Ambient Light sensor, Digital Compass, Gravity sensor, Gyroscope sensor,16MP,Touchscreen Phone,195 Grams,Sapphire Blue,4000,Handset, Charger, Type-C Cable, TPU Protective Case, Eject Tool, Quick Start Guide and Warranty Card"
186 Grams,Android,15.9 x 0.9 x 7.3 cm,6 GB,Touchscreen,"₹ 21,999.00","Samsung Galaxy A31 (Prism Crush White, 6GB RAM, 128GB Storage) with No Cost EMI/Additional Exchange Offers","Android,6 GB,186 g,15.9 x 0.9 x 7.3 cm,1 Lithium ion batteries required. (included),SM-A315FZWWINS,Bluetooth;WiFi Hotspot,GSM;3G;WCDMA;4G LTE;FDD;TDD,Dual SIM, GPS, Music Player, Video PlayerAccelerometer, Fingerprint Sensor, Gyro Sensor, Geomagnetic Sensor, Proximity Sensor, E-mail,Super AMOLED,Touchscreen,1080 x 2400,20MP,Touchscreen Phone,186 Grams,Prism Crush White,5000,Handset (Non-removable Battery Included), Travel Adapter, USB Cable and User Manual"
Blue,Android,15.9 x 1.2 x 7.7 cm,4 GB,"Front, Rear","₹ 6,999.00","IKall K10 (6 Inch IPS Display, 4GB, 32GB) (Blue)","Android,4 GB,231 g,15.9 x 1.2 x 7.7 cm,1 Lithium ion batteries required. (included),K10,Cellular,Bluetooth, WiFi Hotspot,Bluetooth Tethering, Dual SIM, USB, Primary Camera, Radio, GPS, Flashlight, Wifi,LCD,Front, Rear,3.5 mm,Touchscreen Phone,231 Grams,Blue,3000 milliamp_hours,Handset, Battery, Charging Adapter, USB Cable and User Manual"
800 milliampere_hour,Windows,9.5 x 4 x 0.9 cm,32 MB,Rear,₹ 990.00,Kechaoda K33 Slim Card Size Light Weight and Stylish Dual Sim GSM Mobile Phone (Rose Gold),"Windows,32 MB,150 g,9.5 x 4 x 0.9 cm,1 Lithium ion batteries required. (included),K33,Cellular, Bluetooth,GSM,Bluetooth Tethering, Dual SIM, USB, Primary Camera,Keypad,Rear,3.5 mm,150 Grams,pink,800 milliampere_hour,1 Mobile Phone | 1 Battery | 1 USB Cable"
2200 milliamp_hours,Android,14.8 x 0.8 x 6.5 cm,2 GB,3.5 mm,"₹ 4,099.00","IKall K600 (5 Inch, 16GB) (Black)","Android,2 GB,222 g,14.8 x 0.8 x 6.5 cm,1 Lithium ion batteries required. (included),K600,Cellular,WiFi,Bluetooth Tethering, Dual SIM, USB, Primary Camera, Radio, GPS, Flashlight, Wifi,Front, Rear,3.5 mm,Touchscreen Phone,222 Grams,Black,2200 milliamp_hours,Mobile, Battery, Charger, User Manual"
White,Android,16.4 x 0.9 x 7.5 cm,6 GB,Touchscreen,"₹ 18,499.00","Samsung Galaxy A21s (White, 6GB RAM, 64GB Storage) with No Cost EMI/Additional Exchange Offers","Android,6 GB,191 g,16.4 x 0.9 x 7.5 cm,1 Lithium ion batteries required. (included),SM-A217FZWFINS,Bluetooth, WiFi Hotspot,2G, GSM, 3G, WCDMA, 4G, LTE, FDD, TDD,international_mobile_equipment_identity, Dual SIM, GPS, Music Player, Video Player, Accelerometer, Fingerprint Sensor, Gyro Sensor, Geomagnetic Sensor, Hall Sensor, Proximity Sensor, E-mail,LCD,Touchscreen,13MP,Touchscreen Phone,191 Grams,White,5000,Handset, Travel Adapter, USB Cable, Ejection Pin and User Manual"
Diamond Black,Android,16 x 0.8 x 7.5 cm,6 GB,Touchscreen,"₹ 19,899.00","Vivo S1 (Diamond Black, 6GB RAM, 128GB Storage)","Android,6 GB,177 g,16 x 0.8 x 7.5 cm,1 Lithium ion batteries required. (included),vivo 1907,Bluetooth, WiFi Hotspot,2G, GSM, (B2/3/5/8), 3G, WCDMA, (B1/5/8), 4G, TDD, LTE, (B38/40/41), FDD, (B1/3/5/8),Dual SIM, GPS, Music Player, Video Player, Accelerometer, Ambient Light sensor, Proximity sensor, E-compass, Virtual Gyroscope,Fingerprint,6.38 inches, 99.9 cm2,1080 x 2340 pixels, 19.5:9 ratio (~404 ppi density) Always-on display,Touchscreen,8MP,Touchscreen Phone,177 Grams,Diamond Black,4500,Handset, Earphones (XE160), USB Cable, USB Power Adapter, SIM Ejector, Protective Case, Protective Film (applied) and Documentation"
209 Grams,Android,16.3 x 0.9 x 7.5 cm,8 GB,Touchscreen,"₹ 54,999.00","Mi 10 (Twilight Grey, 8GB RAM, 256GB Storage) - 108MP Quad Camera, SD 865 Processor, 5G Ready","Android,8 GB,209 g,16.3 x 0.9 x 7.5 cm,1 Lithium ion batteries required. (included),Mi 10,Bluetooth;WiFi Hotspot,Bluetooth v5.0 wireless technology;802.11 a/b/g/n/ac/ax wifi;GPS;GLONASS;BeiDou;USB 2.0 OTG;IR blaster,Dual SIM, GPS, Music Player, Video Player, Gyroscope, Infrared, Proximity sensor, Accelerometer, Ambient light sensor,Super AMOLED capacitive touchscreen, 16M colors,Corning Gorilla Glass 5,HDR10+,Touchscreen,2340 x 1080,20MP,Touchscreen Phone,209 Grams,Twilight Grey,4780,Handset, Power Adapter, USB Cable, Sim Eject Tool, Warranty Card, User Guide and Clear Soft Case"
Black,Android,13.5 x 0.8 x 6.8 cm,1 GB,1280 x 720,"₹ 6,495.00",YU YUNIQUE YU4711 Smartphone (Black),"Android,1 GB,127 g,13.5 x 0.8 x 6.8 cm,1 Lithium Metal batteries required.,YU4711,Wi-Fi, Cellular, Bluetooth,GSM,3G,4G LTE,WiFi/Bluetooth/Edge/USB,GPS,Geo-tagging, touch focus, face detection, HDR, panorama,1280 x 720,2 MP,Touchscreen,127 Grams,Black,2000"
"Handset, Earphones, Micro USB to USB Cable, USB Power Adapter, SIM Ejector Pin, Protective Case, Protective Film (1 applied) and User Manual",Android 8.1,15.5 x 0.8 x 7.5 cm,4 GB,Touchscreen Phone,"₹ 15,999.00","Vivo Y95 (Starry Black, 4GB RAM, 64GB Storage)","Android 8.1,4 GB,163 g,15.5 x 0.8 x 7.5 cm,1 A batteries required. (included),Y95,Bluetooth, WiFi Hotspot,GSM, (3/5/8), 3G, WCDMA, (1/5/8), 4G LTE, FDD, (B1/3/5/8), TDD, (B38/40/41),Dual SIM, GPS, Music Player, Video Player, FM Radio, Accelerometer, Ambient light sensor, Proximity sensor, eCompass, Fingerprint sensor, Virtual Gyroscope, E-mail,2MP,Touchscreen Phone,163 Grams,Starry Black,4030,Handset, Earphones, Micro USB to USB Cable, USB Power Adapter, SIM Ejector Pin, Protective Case, Protective Film (1 applied) and User Manual"
209 Grams,Android,16.3 x 0.9 x 7.5 cm,8 GB,Touchscreen,"₹ 49,999.00","Mi 10 (Coral Green, 8GB RAM, 128GB Storage) - 108MP Quad Camera, SD 865 Processor, 5G Ready","Android,8 GB,209 g,16.3 x 0.9 x 7.5 cm,1 Lithium ion batteries required. (included),Mi 10,Bluetooth;WiFi Hotspot,Bluetooth v5.0 wireless technology;802.11 a/b/g/n/ac wifi;GPS;GLONASS;BeiDou;USB 2.0 OTG;IR blaster,Dual SIM, GPS, Music Player, Video Player, Gyroscope, Infrared, Proximity sensor, Accelerometer, Ambient light sensor,Super AMOLED capacitive touchscreen, 16M colors,Corning Gorilla Glass 5,HDR10+,Touchscreen,2340 x 1080,20MP,Touchscreen Phone,209 Grams,Coral Green,4780,Handset, Power Adapter, USB Cable, Sim Eject Tool, Warranty Card, User Guide and Clear Soft Case"
3700,Android,16.5 x 0.9 x 7.7 cm,8 GB,8MP,"₹ 34,990.00","Samsung Galaxy A80 (Phantom Black, 8GB RAM, 128GB Storage)","Android,8 GB,222 g,16.5 x 0.9 x 7.7 cm,1 Lithium ion batteries required. (included),SM-A805FZKUINS,Bluetooth, WiFi Hotspot,2G, GSM, 3G, WCDMA, 4G, LTE, FDD,international_mobile_equipment_identity, Dual SIM, GPS, Music Player, Video Player, Accelerometer, Fingerprint sensor, Gyro sensor, Geomagnetic sensor, Proximity sensor,Capacitive touchscreen, 16M colors,Corning Gorilla Glass 3, Always-on display,6.7 inches, 108.4 cm2 (~85.8% screen-to-body ratio),8MP,Touchscreen Phone,222 Grams,Black,3700,Handset, Travel Adapter, Earphone, USB Cable and User Manual"
4200,Android,16.5 x 0.8 x 7.5 cm,12 GB,32MP,"₹ 64,990.00","OPPO Find X2 (Black, 12GB RAM, 256GB Storage) with No Cost EMI/Additional Bank Offers","Android,12 GB,195 g,16.5 x 0.8 x 7.5 cm,1 Lithium Polymer batteries required. (included),CPH2023,Bluetooth;WiFi Hotspot,GPRS;EDGE;HSPA+;3G;WCDMA;4G;TD-LTE;LTE FDD,Dual SIM, GPS, Music Player, Video Player,OLED,32MP,Touchscreen Phone,195 Grams,Black,4200,37.8 Hours,378 Hours,Handset, Type-C Cable, Earphone, Adapter, Sim Tray Ejector, Protective Case, Booklet with Warranty Card and Quick Guide"
"Handset, Earphones, Travel Adapter, USB Cable, Ejection Pin and User Manual",Android,15.9 x 0.8 x 7.4 cm,6 GB,Touchscreen Phone,"₹ 25,250.00","Samsung Galaxy A51 (Black, 6GB RAM, 128GB Storage) with No Cost EMI/Additional Exchange Offers","Android,6 GB,172 g,15.9 x 0.8 x 7.4 cm,SM-A515FZKWINS,Bluetooth;WiFi Hotspot,2G;GSM;3G;WCDMA;4G;LTE FDD;TDD,Dual SIM, GPS, Music Player, Video Player, Accelerometer, Proximity sensor, Virtual Light Sensing, E-mail,1080 x 2400 pixels, 20:9 ratio (~405 ppi density), Corning Gorilla Glass 3,12MP,Touchscreen Phone,172 Grams,Black,4000,Handset, Earphones, Travel Adapter, USB Cable, Ejection Pin and User Manual"
3340,Android,15.6 x 0.8 x 7.5 cm,4 GB,13MP,"₹ 15,999.00","Honor 9i (Aurora Blue, 4GB RAM, 64GB Storage)","Android,4 GB,163 g,15.6 x 0.8 x 7.5 cm,1 A batteries required. (included),RNE-L22,Bluetooth;WiFi Hotspot,4G, 3G, 2G, (850/900/1800/1900), (B1/2100 MHz/B5/850 MHz/B8/900 MHz), LTE, TDD, (B38/B40/B41), FDD, (B1/B3/B5/B7/B8/B28),Dual SIM, GPS, Music Player, Video Player, Fingerprint sensor, Digital compass, Ambient light sensor, Proximity light sensor, Accelerometer, Status indicator, Sar sensor,LCD,13MP,Touchscreen Phone,163 Grams,Aurora Blue,3340,Handset, Charger, USB Cable, Headset, Quick Start Guide, Warranty Card, Eject Tool, Protective Case and TP Protective Film (Pre-attached Before Shipping)"
